index,date,flow ,,,,,
121,2002-05-01,5.8898944,,,,,
122,2002-05-02,5.3518752,,,,,
123,2002-05-03,9.344544,,,,,
124,2002-05-04,8.3251392,,,,,
125,2002-05-05,5.7199936,,,,,
126,2002-05-06,4.5873216,,,,,
127,2002-05-07,3.7944512,,,,,
128,2002-05-08,3.3130656,,,,,
129,2002-05-09,2.9166304,,,,,
130,2002-05-10,3.0015808,,,,,
131,2002-05-11,2.8883136,,,,,
132,2002-05-12,2.5626704,,,,,
133,2002-05-13,4.0776192,,,,,
134,2002-05-14,16.3954272,,,,,
135,2002-05-15,22.7667072,,,,,
136,2002-05-16,12.9124608,,,,,
137,2002-05-17,8.7215744,,,,,
138,2002-05-18,7.503952,,,,,
139,2002-05-19,9.7126624,,,,,
140,2002-05-20,8.0986048,,,,,
141,2002-05-21,6.0314784,,,,,
142,2002-05-22,4.9837568,,,,,
143,2002-05-23,4.1625696,,,,,
144,2002-05-24,3.5396,,,,,
145,2002-05-25,3.114848,,,,,
146,2002-05-26,2.6334624,,,,,
147,2002-05-27,2.38993792,,,,,
148,2002-05-28,2.19738368,,,,,
149,2002-05-29,2.03314624,,,,,
150,2002-05-30,1.87457216,,,,,
151,2002-05-31,2.2795024,,,,,
152,2002-06-01,3.9926688,,,,,
153,2002-06-02,3.2847488,,,,,
154,2002-06-03,2.3078192,,,,,
155,2002-06-04,1.840592,,,,,
156,2002-06-05,1.70183968,,,,,
157,2002-06-06,2.59381888,,,,,
158,2002-06-07,5.9182112,,,,,
159,2002-06-08,5.521776,,,,,
160,2002-06-09,3.9077184,,,,,
161,2002-06-10,2.9166304,,,,,
162,2002-06-11,2.31631424,,,,,
163,2002-06-12,3.5396,,,,,
164,2002-06-13,7.5322688,,,,,
165,2002-06-14,5.9748448,,,,,
166,2002-06-15,5.2102912,,,,,
167,2002-06-16,6.654448,,,,,
168,2002-06-17,5.946528,,,,,
169,2002-06-18,4.530688,,,,,
170,2002-06-19,3.4829664,,,,,
171,2002-06-20,2.9449472,,,,,
172,2002-06-21,2.62779904,,,,,
173,2002-06-22,2.973264,,,,,
174,2002-06-23,4.5023712,,,,,
175,2002-06-24,4.8704896,,,,,
176,2002-06-25,3.964352,,,,,
177,2002-06-26,2.8883136,,,,,
178,2002-06-27,2.2511856,,,,,
179,2002-06-28,2.25401728,,,,,
180,2002-06-29,2.83168,,,,,
181,2002-06-30,2.63629408,,,,,
182,2002-07-01,2.18322528,,,,,
183,2002-07-02,1.7981168,,,,,
184,2002-07-03,1.56025568,,,,,
185,2002-07-04,1.37053312,,,,,
186,2002-07-05,1.16665216,,,,,
187,2002-07-06,0.99958304,,,,,
188,2002-07-07,0.90330592,,,,,
189,2002-07-08,0.84100896,,,,,
190,2002-07-09,0.72774176,,,,,
191,2002-07-10,0.71924672,,,,,
192,2002-07-11,0.6088112,,,,,
193,2002-07-12,0.56350432,,,,,
194,2002-07-13,0.51253408,,,,,
195,2002-07-14,0.5097024,,,,,
196,2002-07-15,0.51253408,,,,,
197,2002-07-16,0.495544,,,,,
198,2002-07-17,0.46156384,,,,,
199,2002-07-18,0.4530688,,,,,
200,2002-07-19,0.43041536,,,,,
201,2002-07-20,0.424752,,,,,
202,2002-07-21,0.424752,,,,,
203,2002-07-22,0.39926688,,,,,
204,2002-07-23,0.37944512,,,,,
205,2002-07-24,0.43324704,,,,,
206,2002-07-25,0.34546496,,,,,
207,2002-07-26,0.3114848,,,,,
208,2002-07-27,0.31431648,,,,,
209,2002-07-28,0.3114848,,,,,
210,2002-07-29,0.32847488,,,,,
211,2002-07-30,0.30582144,,,,,
212,2002-07-31,0.26759376,,,,,
213,2002-08-01,0.243241312,,,,,
214,2002-08-02,0.227100736,,,,,
215,2002-08-03,0.195102752,,,,,
216,2002-08-04,0.186607712,,,,,
217,2002-08-05,0.182926528,,,,,
218,2002-08-06,0.167352288,,,,,
219,2002-08-07,0.141300832,,,,,
220,2002-08-08,0.121479072,,,,,
221,2002-08-09,0.112700864,,,,,
222,2002-08-10,0.108736512,,,,,
223,2002-08-11,0.118364224,,,,,
224,2002-08-12,0.121195904,,,,,
225,2002-08-13,0.147813696,,,,,
226,2002-08-14,0.197651264,,,,,
227,2002-08-15,0.11185136,,,,,
228,2002-08-16,0.09486128,,,,,
229,2002-08-17,0.085799904,,,,,
230,2002-08-18,0.087498912,,,,,
231,2002-08-19,0.091746432,,,,,
232,2002-08-20,0.088631584,,,,,
233,2002-08-21,0.086083072,,,,,
234,2002-08-22,0.071075168,,,,,
235,2002-08-23,0.089764256,,,,,
236,2002-08-24,0.085516736,,,,,
237,2002-08-25,0.097409792,,,,,
238,2002-08-26,0.09061376,,,,,
239,2002-08-27,0.081552384,,,,,
240,2002-08-28,0.068526656,,,,,
241,2002-08-29,0.072774176,,,,,
242,2002-08-30,0.2973264,,,,,
243,2002-08-31,0.166785952,,,,,
244,2002-09-01,0.14441568,,,,,
245,2002-09-02,0.153193888,,,,,
246,2002-09-03,0.17273248,,,,,
247,2002-09-04,0.192271072,,,,,
248,2002-09-05,0.170750304,,,,,
249,2002-09-06,0.158290912,,,,,
250,2002-09-07,0.12459392,,,,,
251,2002-09-08,0.0991088,,,,,
252,2002-09-09,0.101374144,,,,,
253,2002-09-10,0.096560288,,,,,
254,2002-09-11,0.075605856,,,,,
255,2002-09-12,0.071075168,,,,,
256,2002-09-13,0.064845472,,,,,
257,2002-09-14,0.05804944,,,,,
258,2002-09-15,0.0566336,,,,,
259,2002-09-16,0.35962336,,,,,
260,2002-09-17,0.40776192,,,,,
261,2002-09-18,0.278070976,,,,,
262,2002-09-19,0.188589888,,,,,
263,2002-09-20,0.164803776,,,,,
264,2002-09-21,0.138469152,,,,,
265,2002-09-22,0.125726592,,,,,
266,2002-09-23,0.208977984,,,,,
267,2002-09-24,0.21662352,,,,,
268,2002-09-25,0.142433504,,,,,
269,2002-09-26,0.128275104,,,,,
270,2002-09-27,0.15007904,,,,,
271,2002-09-28,0.3398016,,,,,
272,2002-09-29,0.29166304,,,,,
273,2002-09-30,0.258249216,,,,,
274,2002-10-01,0.246072992,,,,,
275,2002-10-02,0.218888864,,,,,
276,2002-10-03,0.197651264,,,,,
277,2002-10-04,0.165936448,,,,,
278,2002-10-05,0.204730464,,,,,
279,2002-10-06,0.194253248,,,,,
280,2002-10-07,0.187457216,,,,,
281,2002-10-08,0.187174048,,,,,
282,2002-10-09,0.16423744,,,,,
283,2002-10-10,0.140734496,,,,,
284,2002-10-11,0.145548352,,,,,
285,2002-10-12,0.171033472,,,,,
286,2002-10-13,0.1911384,,,,,
287,2002-10-14,0.46439552,,,,,
288,2002-10-15,0.32281152,,,,,
289,2002-10-16,0.35679168,,,,,
290,2002-10-17,0.991088,,,,,
291,2002-10-18,0.95710784,,,,,
292,2002-10-19,0.74473184,,,,,
293,2002-10-20,0.56067264,,,,,
294,2002-10-21,0.44740544,,,,,
295,2002-10-22,0.35396,,,,,
296,2002-10-23,0.33413824,,,,,
297,2002-10-24,0.39360352,,,,,
298,2002-10-25,0.59748448,,,,,
299,2002-10-26,1.0194048,,,,,
300,2002-10-27,2.09261152,,,,,
301,2002-10-28,1.911384,,,,,
302,2002-10-29,1.36203808,,,,,
303,2002-10-30,1.12984032,,,,,
304,2002-10-31,1.01374144,,,,,
305,2002-11-01,0.9344544,,,,,
306,2002-11-02,0.81269216,,,,,
307,2002-11-03,0.76172192,,,,,
308,2002-11-04,0.71641504,,,,,
309,2002-11-05,0.6937616,,,,,
310,2002-11-06,1.12700864,,,,,
311,2002-11-07,1.61122592,,,,,
312,2002-11-08,1.6706912,,,,,
313,2002-11-09,1.37902816,,,,,
314,2002-11-10,1.2176224,,,,,
315,2002-11-11,1.14399872,,,,,
316,2002-11-12,1.132672,,,,,
317,2002-11-13,2.50037344,,,,,
318,2002-11-14,3.3413824,,,,,
319,2002-11-15,2.45506656,,,,,
320,2002-11-16,2.04164128,,,,,
321,2002-11-17,2.34746272,,,,,
322,2002-11-18,3.3130656,,,,,
323,2002-11-19,3.5962336,,,,,
324,2002-11-20,2.8883136,,,,,
325,2002-11-21,2.548512,,,,,
326,2002-11-22,3.3130656,,,,,
327,2002-11-23,6.088112,,,,,
328,2002-11-24,6.1164288,,,,,
329,2002-11-25,4.672272,,,,,
330,2002-11-26,3.8794016,,,,,
331,2002-11-27,3.5112832,,,,,
332,2002-11-28,3.0582144,,,,,
333,2002-11-29,2.52302688,,,,,
334,2002-11-30,2.44373984,,,,,
335,2002-12-01,2.2370272,,,,,
336,2002-12-02,2.12376,,,,,
337,2002-12-03,1.982176,,,,,
338,2002-12-04,1.840592,,,,,
339,2002-12-05,1.699008,,,,,
340,2002-12-06,1.699008,,,,,
341,2002-12-07,1.63671104,,,,,
342,2002-12-08,1.557424,,,,,
343,2002-12-09,1.41017664,,,,,
344,2002-12-10,1.274256,,,,,
345,2002-12-11,1.274256,,,,,
346,2002-12-12,1.49229536,,,,,
347,2002-12-13,1.5715824,,,,,
348,2002-12-14,2.973264,,,,,
349,2002-12-15,6.9942496,,,,,
350,2002-12-16,6.5411808,,,,,
351,2002-12-17,4.672272,,,,,
352,2002-12-18,3.964352,,,,,
353,2002-12-19,3.5396,,,,,
354,2002-12-20,3.681184,,,,,
355,2002-12-21,8.5799904,,,,,
356,2002-12-22,8.070288,,,,,
357,2002-12-23,5.5784096,,,,,
358,2002-12-24,4.4174208,,,,,
359,2002-12-25,3.5679168,,,,,
360,2002-12-26,2.83168,,,,,
361,2002-12-27,2.973264,,,,,
362,2002-12-28,2.9166304,,,,,
363,2002-12-29,2.82318496,,,,,
364,2002-12-30,2.690096,,,,,
365,2002-12-31,2.548512,,,,,
366,2003-01-01,2.50320512,,,,,
367,2003-01-02,2.8883136,,,,,
368,2003-01-03,2.690096,,,,,
369,2003-01-04,2.690096,,,,,
370,2003-01-05,2.7325712,,,,,
371,2003-01-06,2.57966048,,,,,
372,2003-01-07,2.45223488,,,,,
373,2003-01-08,2.406928,,,,,
374,2003-01-09,2.406928,,,,,
375,2003-01-10,2.265344,,,,,
376,2003-01-11,2.03031456,,,,,
377,2003-01-12,1.982176,,,,,
378,2003-01-13,1.91987904,,,,,
379,2003-01-14,1.83492864,,,,,
380,2003-01-15,1.69334464,,,,,
381,2003-01-16,1.699008,,,,,
382,2003-01-17,1.69334464,,,,,
383,2003-01-18,1.61688928,,,,,
384,2003-01-19,1.49512704,,,,,
385,2003-01-20,1.4441568,,,,,
386,2003-01-21,1.37902816,,,,,
387,2003-01-22,1.33655296,,,,,
388,2003-01-23,1.3308896,,,,,
389,2003-01-24,1.32522624,,,,,
390,2003-01-25,1.29407776,,,,,
391,2003-01-26,1.29407776,,,,,
392,2003-01-27,1.27991936,,,,,
393,2003-01-28,1.25160256,,,,,
394,2003-01-29,1.20629568,,,,,
395,2003-01-30,1.19213728,,,,,
396,2003-01-31,1.34221632,,,,,
397,2003-02-01,1.36770144,,,,,
398,2003-02-02,1.47813696,,,,,
399,2003-02-03,1.53477056,,,,,
400,2003-02-04,1.70183968,,,,,
401,2003-02-05,2.06429472,,,,,
402,2003-02-06,2.43807648,,,,,
403,2003-02-07,2.43807648,,,,,
404,2003-02-08,2.20021536,,,,,
405,2003-02-09,2.03597792,,,,,
406,2003-02-10,1.93403744,,,,,
407,2003-02-11,1.83776032,,,,,
408,2003-02-12,1.76696832,,,,,
409,2003-02-13,1.70183968,,,,,
410,2003-02-14,1.63671104,,,,,
411,2003-02-15,1.61688928,,,,,
412,2003-02-16,1.59706752,,,,,
413,2003-02-17,1.61688928,,,,,
414,2003-02-18,1.61688928,,,,,
415,2003-02-19,1.63671104,,,,,
416,2003-02-20,1.63671104,,,,,
417,2003-02-21,1.67918624,,,,,
418,2003-02-22,1.72449312,,,,,
419,2003-02-23,2.50037344,,,,,
420,2003-02-24,3.964352,,,,,
421,2003-02-25,4.0776192,,,,,
422,2003-02-26,3.4546496,,,,,
423,2003-02-27,2.77221472,,,,,
424,2003-02-28,2.59948224,,,,,
425,2003-03-01,2.406928,,,,,
426,2003-03-02,2.70142272,,,,,
427,2003-03-03,3.3130656,,,,,
428,2003-03-04,3.0582144,,,,,
429,2003-03-05,2.9449472,,,,,
430,2003-03-06,2.9166304,,,,,
431,2003-03-07,2.66744256,,,,,
432,2003-03-08,2.5343536,,,,,
433,2003-03-09,2.56550208,,,,,
434,2003-03-10,2.6051456,,,,,
435,2003-03-11,2.4635616,,,,,
436,2003-03-12,2.42674976,,,,,
437,2003-03-13,2.38993792,,,,,
438,2003-03-14,2.31914592,,,,,
439,2003-03-15,2.21720544,,,,,
440,2003-03-16,2.2511856,,,,,
441,2003-03-17,2.77787808,,,,,
442,2003-03-18,4.105936,,,,,
443,2003-03-19,5.946528,,,,,
444,2003-03-20,6.512864,,,,,
445,2003-03-21,12.74256,,,,,
446,2003-03-22,22.8233408,,,,,
447,2003-03-23,22.8233408,,,,,
448,2003-03-24,19.9350272,,,,,
449,2003-03-25,17.414832,,,,,
450,2003-03-26,17.4997824,,,,,
451,2003-03-27,20.8694816,,,,,
452,2003-03-28,21.4641344,,,,,
453,2003-03-29,17.7263168,,,,,
454,2003-03-30,21.1243328,,,,,
455,2003-03-31,26.0797728,,,,,
456,2003-04-01,17.8962176,,,,,
457,2003-04-02,12.6576096,,,,,
458,2003-04-03,11.1001856,,,,,
459,2003-04-04,10.5338496,,,,,
460,2003-04-05,9.3162272,,,,,
461,2003-04-06,8.353456,,,,,
462,2003-04-07,7.5322688,,,,,
463,2003-04-08,6.7677152,,,,,
464,2003-04-09,6.229696,,,,,
465,2003-04-10,5.9182112,,,,,
466,2003-04-11,7.220784,,,,,
467,2003-04-12,12.9974112,,,,,
468,2003-04-13,16.0273088,,,,,
469,2003-04-14,12.4877088,,,,,
470,2003-04-15,9.8825632,,,,,
471,2003-04-16,8.636624,,,,,
472,2003-04-17,7.5605856,,,,,
473,2003-04-18,6.2580128,,,,,
474,2003-04-19,5.521776,,,,,
475,2003-04-20,5.097024,,,,,
476,2003-04-21,4.7005888,,,,,
477,2003-04-22,4.4174208,,,,,
478,2003-04-23,5.4934592,,,,,
479,2003-04-24,6.6261312,,,,,
480,2003-04-25,7.4473184,,,,,
481,2003-04-26,6.3995968,,,,,
482,2003-04-27,13.45048,,,,,
483,2003-04-28,14.4698848,,,,,
484,2003-04-29,9.1180096,,,,,
485,2003-04-30,6.5411808,,,,,
486,2003-05-01,5.3235584,,,,,
487,2003-05-02,4.8988064,,,,,
488,2003-05-03,6.937616,,,,,
489,2003-05-04,7.0792,,,,,
490,2003-05-05,5.3518752,,,,,
491,2003-05-06,4.6439552,,,,,
492,2003-05-07,4.1908864,,,,,
493,2003-05-08,4.0776192,,,,,
494,2003-05-09,4.24752,,,,,
495,2003-05-10,4.3041536,,,,,
496,2003-05-11,3.7378176,,,,,
497,2003-05-12,5.1536576,,,,,
498,2003-05-13,6.512864,,,,,
499,2003-05-14,6.7393984,,,,,
500,2003-05-15,6.5411808,,,,,
501,2003-05-16,5.1536576,,,,,
502,2003-05-17,5.1253408,,,,,
503,2003-05-18,4.530688,,,,,
504,2003-05-19,3.8794016,,,,,
505,2003-05-20,3.3696992,,,,,
506,2003-05-21,3.114848,,,,,
507,2003-05-22,3.0015808,,,,,
508,2003-05-23,2.7467296,,,,,
509,2003-05-24,2.61080896,,,,,
510,2003-05-25,2.74956128,,,,,
511,2003-05-26,3.3696992,,,,,
512,2003-05-27,8.636624,,,,,
513,2003-05-28,10.0241472,,,,,
514,2003-05-29,8.6932576,,,,,
515,2003-05-30,7.0225664,,,,,
516,2003-05-31,5.1536576,,,,,
517,2003-06-01,5.3235584,,,,,
518,2003-06-02,5.9748448,,,,,
519,2003-06-03,4.6156384,,,,,
520,2003-06-04,3.5396,,,,,
521,2003-06-05,3.0298976,,,,,
522,2003-06-06,2.9449472,,,,,
523,2003-06-07,2.72407616,,,,,
524,2003-06-08,2.73540288,,,,,
525,2003-06-09,2.58249216,,,,,
526,2003-06-10,2.43807648,,,,,
527,2003-06-11,2.21720544,,,,,
528,2003-06-12,2.05013632,,,,,
529,2003-06-13,1.840592,,,,,
530,2003-06-14,2.20021536,,,,,
531,2003-06-15,2.47772,,,,,
532,2003-06-16,2.10393824,,,,,
533,2003-06-17,1.77546336,,,,,
534,2003-06-18,1.56875072,,,,,
535,2003-06-19,1.52627552,,,,,
536,2003-06-20,1.699008,,,,,
537,2003-06-21,1.56875072,,,,,
538,2003-06-22,1.43849344,,,,,
539,2003-06-23,1.66502784,,,,,
540,2003-06-24,1.67352288,,,,,
541,2003-06-25,1.5998992,,,,,
542,2003-06-26,1.39601824,,,,,
543,2003-06-27,1.30540448,,,,,
544,2003-06-28,1.4299984,,,,,
545,2003-06-29,1.25160256,,,,,
546,2003-06-30,1.04205824,,,,,
547,2003-07-01,0.91463264,,,,,
548,2003-07-02,0.7928704,,,,,
549,2003-07-03,0.71641504,,,,,
550,2003-07-04,0.66827648,,,,,
551,2003-07-05,0.62013792,,,,,
552,2003-07-06,0.57483104,,,,,
553,2003-07-07,0.54085088,,,,,
554,2003-07-08,0.51253408,,,,,
555,2003-07-09,0.48421728,,,,,
556,2003-07-10,0.47855392,,,,,
557,2003-07-11,0.4813856,,,,,
558,2003-07-12,0.54368256,,,,,
559,2003-07-13,0.57483104,,,,,
560,2003-07-14,0.50687072,,,,,
561,2003-07-15,0.4672272,,,,,
562,2003-07-16,0.48704896,,,,,
563,2003-07-17,0.93162272,,,,,
564,2003-07-18,0.83251392,,,,,
565,2003-07-19,0.77588032,,,,,
566,2003-07-20,0.67110816,,,,,
567,2003-07-21,0.57483104,,,,,
568,2003-07-22,0.5238608,,,,,
569,2003-07-23,0.52102912,,,,,
570,2003-07-24,0.5097024,,,,,
571,2003-07-25,0.5097024,,,,,
572,2003-07-26,0.4672272,,,,,
573,2003-07-27,0.43324704,,,,,
574,2003-07-28,0.40493024,,,,,
575,2003-07-29,0.34546496,,,,,
576,2003-07-30,0.30582144,,,,,
577,2003-07-31,0.30015808,,,,,
578,2003-08-01,0.3964352,,,,,
579,2003-08-02,1.15532544,,,,,
580,2003-08-03,1.5432656,,,,,
581,2003-08-04,1.4441568,,,,,
582,2003-08-05,1.2317808,,,,,
583,2003-08-06,1.12984032,,,,,
584,2003-08-07,1.39884992,,,,,
585,2003-08-08,2.194552,,,,,
586,2003-08-09,1.9963344,,,,,
587,2003-08-10,1.74714656,,,,,
588,2003-08-11,1.53193888,,,,,
589,2003-08-12,1.5715824,,,,,
590,2003-08-13,2.28233408,,,,,
591,2003-08-14,2.38427456,,,,,
592,2003-08-15,1.99916608,,,,,
593,2003-08-16,1.57441408,,,,,
594,2003-08-17,1.25443424,,,,,
595,2003-08-18,1.07037504,,,,,
596,2003-08-19,0.97976128,,,,,
597,2003-08-20,0.95710784,,,,,
598,2003-08-21,0.84384064,,,,,
599,2003-08-22,0.71358336,,,,,
600,2003-08-23,0.63429632,,,,,
601,2003-08-24,0.56916768,,,,,
602,2003-08-25,0.48704896,,,,,
603,2003-08-26,0.41342528,,,,,
604,2003-08-27,0.36528672,,,,,
605,2003-08-28,0.32281152,,,,,
606,2003-08-29,0.29449472,,,,,
607,2003-08-30,0.28599968,,,,,
608,2003-08-31,0.28599968,,,,,
609,2003-09-01,0.28599968,,,,,
610,2003-09-02,0.34546496,,,,,
611,2003-09-03,0.3398016,,,,,
612,2003-09-04,0.5946528,,,,,
613,2003-09-05,0.57766272,,,,,
614,2003-09-06,0.47289056,,,,,
615,2003-09-07,0.47572224,,,,,
616,2003-09-08,0.43607872,,,,,
617,2003-09-09,0.34829664,,,,,
618,2003-09-10,0.29449472,,,,,
619,2003-09-11,0.267876928,,,,,
620,2003-09-12,0.262779904,,,,,
621,2003-09-13,0.248055168,,,,,
622,2003-09-14,0.245789824,,,,,
623,2003-09-15,0.248904672,,,,,
624,2003-09-16,0.91180096,,,,,
625,2003-09-17,0.71924672,,,,,
626,2003-09-18,0.58615776,,,,,
627,2003-09-19,0.82968224,,,,,
628,2003-09-20,1.46397856,,,,,
629,2003-09-21,1.41867168,,,,,
630,2003-09-22,1.05055328,,,,,
631,2003-09-23,1.37619648,,,,,
632,2003-09-24,4.105936,,,,,
633,2003-09-25,3.7661344,,,,,
634,2003-09-26,3.0015808,,,,,
635,2003-09-27,2.6334624,,,,,
636,2003-09-28,2.38710624,,,,,
637,2003-09-29,2.12942336,,,,,
638,2003-09-30,1.96235424,,,,,
639,2003-10-01,1.73015648,,,,,
640,2003-10-02,1.64803776,,,,,
641,2003-10-03,1.44982016,,,,,
642,2003-10-04,1.50362208,,,,,
643,2003-10-05,1.67918624,,,,,
644,2003-10-06,1.52627552,,,,,
645,2003-10-07,1.52061216,,,,,
646,2003-10-08,1.4441568,,,,,
647,2003-10-09,1.43566176,,,,,
648,2003-10-10,1.3875232,,,,,
649,2003-10-11,1.48380032,,,,,
650,2003-10-12,1.38469152,,,,,
651,2003-10-13,1.03073152,,,,,
652,2003-10-14,0.90896928,,,,,
653,2003-10-15,4.3324704,,,,,
654,2003-10-16,10.6471168,,,,,
655,2003-10-17,7.4756352,,,,,
656,2003-10-18,4.9271232,,,,,
657,2003-10-19,3.964352,,,,,
658,2003-10-20,3.4263328,,,,,
659,2003-10-21,3.0865312,,,,,
660,2003-10-22,2.8883136,,,,,
661,2003-10-23,3.114848,,,,,
662,2003-10-24,3.0298976,,,,,
663,2003-10-25,2.8599968,,,,,
664,2003-10-26,2.74389792,,,,,
665,2003-10-27,3.1714816,,,,,
666,2003-10-28,4.8704896,,,,,
667,2003-10-29,7.928704,,,,,
668,2003-10-30,15.4892896,,,,,
669,2003-10-31,12.2611744,,,,,
670,2003-11-01,7.6738528,,,,,
671,2003-11-02,6.088112,,,,,
672,2003-11-03,5.66336,,,,,
673,2003-11-04,7.1358336,,,,,
674,2003-11-05,6.5694976,,,,,
675,2003-11-06,6.37128,,,,,
676,2003-11-07,5.9182112,,,,,
677,2003-11-08,4.3324704,,,,,
678,2003-11-09,3.5962336,,,,,
679,2003-11-10,3.1714816,,,,,
680,2003-11-11,2.9449472,,,,,
681,2003-11-12,2.9449472,,,,,
682,2003-11-13,3.2281152,,,,,
683,2003-11-14,3.7944512,,,,,
684,2003-11-15,3.3413824,,,,,
685,2003-11-16,2.9166304,,,,,
686,2003-11-17,2.6476208,,,,,
687,2003-11-18,2.46922496,,,,,
688,2003-11-19,2.3644528,,,,,
689,2003-11-20,2.57966048,,,,,
690,2003-11-21,3.5679168,,,,,
691,2003-11-22,3.9077184,,,,,
692,2003-11-23,3.398016,,,,,
693,2003-11-24,3.0015808,,,,,
694,2003-11-25,3.1714816,,,,,
695,2003-11-26,3.3696992,,,,,
696,2003-11-27,3.1997984,,,,,
697,2003-11-28,3.1997984,,,,,
698,2003-11-29,5.2669248,,,,,
699,2003-11-30,7.362368,,,,,
700,2003-12-01,5.6916768,,,,,
701,2003-12-02,4.5590048,,,,,
702,2003-12-03,3.256432,,,,,
703,2003-12-04,2.83168,,,,,
